word	vol_lv	count
971949	3	492
1014948	3	883
1085872	2	69
5570882	2	248
10254581	2	40
1102250	2	46
827133	2	36
1028953	2	164
845208	3	2712
853734	1	17
870403	2	36
880150	3	1093
898363	2	105
898378	2	38
938700	3	2168
963349	2	38
969463	2	173
1030819	3	921
1046551	2	166
1054654	2	99
1056509	3	1747
1086001	2	101
1088308	2	51
1110695	2	302
5564526	2	190
6391249	2	63
6534871	2	64
7104690	2	113
7410017	2	82
10121617	1	17
10204279	1	25
10309416	1	6
12487114	1	7
858900	1	19
885217	2	43
920025	2	85
963971	3	708
969705	1	5
969725	2	150
984283	2	41
1029609	1	7
1043279	1	31
1060180	2	62
1063198	2	75
1100049	2	101
1121741	2	43
7442056	2	189
8019721	2	48
8293343	2	195
9364200	2	55
12731543	2	60
13115981	2	103
14025135	1	13
15483291	1	26
17215077	1	8
822936	2	106
877361	1	8
898212	3	577
924739	1	24
1015446	1	9
1114050	2	198
12263035	2	99
12263464	2	85
12263604	2	100
13411684	1	24
13416305	2	33
896085	3	754
905978	2	50
1113111	2	271
1139853	2	71
5582712	3	328
879393	2	126
907014	3	1353
916993	3	961
1004097	2	128
1020768	2	68
1022981	3	569
1034522	2	53
1077373	3	404
7024990	3	591
15511396	2	77
845109	3	336
882109	2	183
1081189	3	624
9187298	2	188
896974	3	371
934427	3	510
1021324	3	371
1089766	3	348
849264	3	354
851716	1	31
859191	3	343
860436	2	42
864335	2	158
871433	2	206
887503	2	259
890610	3	1141
905164	2	240
910214	2	43
935968	2	274
939900	2	187
946839	3	402
955403	2	89
955910	2	175
957438	2	84
970154	1	6
973042	2	152
974807	2	43
981061	1	8
995876	3	867
1001148	3	676
1007512	2	266
1019881	2	89
1031923	2	200
1042702	2	276
1043751	3	1117
1050968	2	263
1056964	2	126
1057011	2	199
1068315	2	51
1068745	2	110
1069979	2	313
1076697	2	47
1090676	2	281
1105488	3	1191
1106937	2	38
1108168	3	658
1113792	2	137
1118627	2	219
1128665	3	437
1133893	2	73
1137344	2	279
1137885	2	196
5592931	3	1691
6979427	2	265
9831711	2	90
10254584	2	240
10456625	2	53
12524392	1	5
13189944	2	47
13190418	2	45
13842224	2	118
15596279	2	254
15778604	1	25
982386	2	45
1039840	2	54
6391381	3	317
833870	2	102
856800	1	6
864276	2	33
935796	2	99
948040	2	44
962950	2	146
1073244	2	101
1087695	2	85
1103672	1	29
1123035	2	133
1136719	2	233
1106601	2	114
13213107	2	59
13910006	1	31
15596127	1	20
12262830	2	291
864392	1	22
866878	2	224
867960	1	19
938217	2	100
938638	2	45
1009969	2	190
1021139	2	71
1026676	1	16
1080989	2	123
1086283	1	17
8065410	3	696
10311967	2	60
8019716	3	565
830740	2	72
1053530	2	180
15741662	1	15
839753	2	208
853904	3	382
903674	3	502
915621	3	357
931136	2	164
958252	2	129
979746	3	453
1077143	3	382
1084694	2	73
1112560	2	192
5584620	3	408
5585639	3	535
5587133	3	445
9827950	2	130
9832628	2	61
12383974	1	5
1062128	3	467
1011920	2	127
1075277	2	55
825218	2	39
829323	3	335
835300	3	324
849701	2	206
947412	2	78
956609	3	505
993514	1	29
1112598	3	330
1123086	2	283
1130323	2	289
885858	2	243
973861	3	817
1013149	3	393
1015474	2	135
1024319	2	127
1039535	1	29
1072422	2	48
1138125	2	108
5585510	3	1488
9526671	2	58
12132277	2	102
948670	3	646
951987	1	19
989249	2	294
1139934	1	11
6034281	2	34
835783	2	85
847207	2	227
851779	1	13
859427	3	489
866697	2	53
872245	1	22
890344	2	144
893042	2	44
894447	2	262
947201	3	329
954216	2	138
979973	2	238
999858	3	1177
1001521	2	87
1009128	2	224
1065380	2	192
1083628	2	60
1095374	2	154
1108844	2	109
1111391	1	15
1116932	2	38
1131550	3	426
1139142	2	168
5569993	2	78
5592557	2	63
6772833	2	97
8020044	2	109
8353113	2	45
9912156	1	26
12988031	2	302
13008325	2	47
1068651	3	408
1070639	2	57
894236	3	928
965009	2	56
1054383	2	113
1007929	2	73
6424465	2	71
876504	3	367
883670	2	71
922907	3	659
923643	1	27
974108	3	716
1048200	2	308
1092026	3	2260
1133877	2	124
9527122	2	113
901396	2	74
932559	1	8
1123655	1	26
9419444	2	107
839849	3	576
882441	3	1061
884518	2	141
908940	2	195
913278	3	429
1117500	2	244
10204277	2	77
12731808	2	217
853235	2	138
953155	2	157
956397	2	75
1031884	2	88
5570166	1	11
7409971	2	249
7410016	2	196
9419993	2	39
13071901	2	68
1101449	2	307
1037894	3	659
851394	2	89
914190	3	2029
1024306	3	2583
1084331	3	613
1130517	2	108
7160231	2	97
854502	2	180
863337	2	180
906502	2	188
965982	2	193
998363	2	62
1034837	2	130
1050543	2	106
1051989	2	182
1101805	2	48
1107661	3	387
1109805	2	177
1111114	1	8
1126310	2	299
5570595	2	122
9419487	2	121
9526448	2	76
9796628	2	52
919534	3	695
1022119	3	558
838859	2	69
862794	2	37
936846	2	70
944670	1	20
1075796	2	64
950615	2	68
1039627	2	170
5995609	2	201
8205218	3	638
9573206	2	240
828525	2	184
851494	2	77
925258	2	301
927238	2	119
929286	2	121
978354	2	157
981877	2	92
1075470	3	766
1118623	2	117
7025517	2	66
9365106	2	175
10150013	2	110
1121384	3	355
5569327	3	1424
7025114	3	478
858302	3	611
890268	1	25
917277	2	274
922561	3	411
928049	3	766
962118	3	472
965766	3	2158
1136486	2	117
1136666	2	136
12188615	1	25
1059994	2	145
831888	2	137
927206	1	6
12352330	2	67
821088	1	5
827361	2	73
843127	2	77
863664	3	318
885795	2	185
900072	3	382
922318	3	320
932006	3	356
935842	2	79
943233	3	666
964968	3	390
966005	2	151
983399	2	44
999391	2	199
1011645	2	314
1027168	3	754
1051626	2	169
1051757	2	59
1054216	2	241
1060567	2	239
1082310	3	410
1092512	1	10
1134522	3	1166
5587656	3	372
5590158	2	212
5590695	2	184
5592610	2	267
5995543	1	20
5995589	2	46
6463729	2	150
6513785	1	12
10456164	2	64
1111207	2	91
1091365	3	564
934697	2	164
8090664	1	26
1084796	2	90
882830	3	575
898011	2	48
997988	2	301
1002591	2	56
1074754	3	710
1097239	3	335
9881593	2	303
15926827	2	52
16770156	2	93
1033814	2	53
858732	2	40
923780	2	88
856060	3	460
873203	3	640
927658	2	115
931671	3	694
1043971	2	157
1051323	3	698
8249371	2	59
1132911	3	407
10344586	2	287
895557	1	13
1003836	2	194
1009200	3	394
1065067	2	101
9526254	2	176
10285243	2	176
12263024	2	65
14077408	1	18
930118	3	869
900311	2	159
949120	2	43
991874	2	205
995816	2	158
1047619	2	248
1104349	2	282
5565252	2	131
12301051	2	55
1073150	3	544
1055155	2	227
9677454	2	64
440532	1	6
444016	1	5
582065	1	5
721678	1	7
762311	1	13
783300	1	5
793765	1	5
815837	1	5
9548451	1	5
9552053	1	5
12301338	2	111
842407	2	91
850533	2	82
881931	2	33
955370	2	222
962516	2	49
1008739	2	63
1037751	2	128
1064002	2	115
1138508	2	77
6534821	1	21
12352293	2	158
14025451	1	10
839419	3	924
988520	2	142
995188	2	71
996425	2	182
1048727	3	345
1084781	2	60
7139529	3	531
910439	2	312
1138292	2	301
968036	2	86
841266	2	203
847344	3	394
847720	1	27
863449	3	355
879143	2	124
886803	2	168
907418	2	293
911915	2	154
915874	2	214
917223	2	34
927382	2	115
937444	2	158
953476	3	1773
978343	2	169
1017041	2	171
1058543	2	100
1134058	2	77
9368290	1	27
9487534	2	130
10457468	2	44
13134169	2	32
18005961	1	8
862335	2	187
891542	2	141
893501	3	1204
928092	2	185
1024006	1	19
1086331	2	52
13380841	1	6
875373	1	27
945662	3	560
960780	2	32
1029504	3	491
1043366	1	25
6463897	1	28
889359	1	15
869916	2	46
8119101	2	65
12385155	1	7
920724	2	170
865216	2	162
884774	2	315
1041616	2	180
1079987	3	407
933060	2	274
951164	2	119
956550	1	21
972931	3	725
1053985	2	94
1057749	2	148
6979803	2	202
12810466	2	70
861445	3	572
890749	2	80
892503	2	178
897493	2	82
982360	2	233
1013572	2	217
1039566	2	136
1056746	3	533
1065979	2	123
1128900	2	233
7409663	2	57
9297602	2	82
9829661	2	36
12487340	1	7
866025	2	94
871332	2	32
