BASKET_ID,words
28282662113,"[862974, 870780, 888236, 1029743, 1087287]"
28919942184,"[862974, 870780, 888236, 983584, 1087287, 1119802]"
29157502285,"[862974, 886033, 888236, 952122, 983584, 1028579]"
30018107888,"[862974, 1029743, 1087287]"
30627277393,"[862974, 886033, 952122, 983584, 1088393]"
30822436672,"[863351, 886033, 983584, 1028579, 1087287]"
31390261436,"[886033, 952122, 1087287]"
32258751898,"[941189, 961620, 1087287]"
36002201979,"[886033, 945273, 955577, 975724, 983584]"
42090658049,"[848609, 866211, 886033, 888236, 983584, 1087287, 1129671, 6602538, 9445554, 15971504]"
42276532302,"[952122, 965557, 983584, 1053931, 1129671, 6602538, 15971504]"
