BASKET_ID,words
27950652765,"[819845, 852486, 864279, 880308, 899470, 906844, 915830, 954416, 991511, 1054889, 1076056, 1098844, 5569987, 6391524, 7409709, 7409929, 8091055, 9268695]"
28257707440,"[819594, 856128, 884186, 915830, 971610, 1000237, 1024306, 1027090, 1028816, 1057260, 1076056, 1125763, 1138467, 7409709, 8069374, 9242918, 9935616]"
28536766193,[5978648]
28675706788,"[832289, 852486, 883404, 887102, 892862, 895084, 904997, 914346, 919535, 944137, 944836, 959219, 967307, 974204, 986947, 988508, 989101, 995242, 995965, 1002910, 1010029, 1014238, 1028816, 1041259, 1057260, 1076889, 1082185, 1084331, 1098066, 1106308, 1108963, 1116821, 1122568, 1137688, 6391063, 6552920, 7024847, 7024984, 9521787, 9527419]"
29339556204,"[968363, 981760, 1021324, 1024306, 1029894, 1056651, 1057260, 1082185, 1130882, 6391089, 8069374, 9392700, 9676954]"
29484746673,[958162]
29528256214,"[864279, 899470, 904148, 910108, 919535, 922127, 944836, 968732, 968790, 976199, 995965, 1029894, 1041031, 1050883, 1055327, 1057102, 1063876, 1077975, 1079823, 1082185, 1086331, 1093816, 1102680, 1113274, 5592681, 6391089, 6534153, 7409929, 8118508, 8118513, 9677489, 9859111, 10456226]"
29602410995,"[860776, 864143, 874853, 875857, 904148, 1032656, 6703894, 12324952]"
30578491275,"[845715, 847207, 866781, 870515, 911156, 930118, 950297, 964594, 966344, 1003600, 1047151, 1070702, 1131396, 1137688, 6391213, 6391381, 8020171, 8160430, 9526630, 9677489]"
30673677727,"[832001, 857503, 863447, 865178, 865924, 870515, 878710, 906844, 911156, 938300, 976199, 981832, 992990, 1003600, 1054972, 1057260, 1065593, 1076056, 1079174, 1086331, 1089392, 1108954, 1115889, 1138467, 5568789, 5592681, 6391063, 6391089, 6602345, 7135370, 9297201, 9859111]"
30883537653,"[919423, 944836, 951412, 982989, 1003616, 1045150, 1065593, 1113274, 1115844, 1125763, 1130882, 6391089]"
30983820074,"[840173, 847207, 903325, 924423, 944836, 975010, 980179, 1056651, 1059922, 1062854, 1078985, 1130517, 1130882, 5578547, 5995211, 6391063, 6391089, 6391381, 10355598, 10457046, 12263016]"
31097354098,"[820361, 905913, 908318, 909268, 951412, 1074405, 5578547, 12262739]"
31336322845,"[874972, 904148, 930603, 981760, 982989, 1059473, 1073902, 5568789]"
31423997710,"[845715, 913671, 944836, 983000, 983665, 1019142, 1057260, 1070702, 1080911, 5565505, 6391089, 6391213, 8020171, 9526630]"
31502530862,"[857503, 863447, 870515, 911156, 944836, 1003600, 1070702]"
31803836278,"[862104, 863447, 911156, 970202, 982989, 993698, 1003600, 1019643, 1057260, 1116821, 5981072, 9855017, 9879924, 10355598, 13157943, 13157961, 13158227]"
32125471341,"[825180, 863447, 865026, 870515, 876396, 911156, 913894, 915621, 960692, 967476, 982989, 995242, 1003600, 1010590, 1011459, 1099089, 1113274, 1116821, 6391089, 9526627, 10355598]"
32259145041,"[832096, 835279, 844991, 862651, 903800, 907281, 916122, 924423, 938566, 944836, 949377, 965842, 986787, 994266, 996975, 998373, 1028748, 1037135, 1039505, 1041334, 1044193, 1053875, 1056162, 1062117, 1075313, 1092588, 1113415, 1137483, 5581843, 5979156, 6391381, 6602714, 7409929, 8091572, 9296819, 10355598, 10456186]"
32541911335,"[834303, 862101, 870515, 871105, 878857, 907059, 910087, 913814, 916122, 919535, 930603, 943393, 944137, 950384, 962967, 964402, 965842, 982989, 996975, 1022254, 1027090, 1028816, 1044800, 1057260, 1070803, 1107420, 1108932, 1116821, 1126808, 1127831, 1128422, 5568249, 5578547, 5592681, 8066803, 8291322, 9677489, 10355598]"
32730290871,"[835694, 913210, 944836, 951412, 965613, 985579, 1022254, 1046262, 1057260, 1101622, 1126803, 5568249]"
32932287338,[982989]
32956570010,"[821209, 829459, 829920, 835300, 847207, 853887, 854852, 862651, 866211, 878114, 880308, 881853, 904148, 907281, 910087, 911401, 911713, 924804, 927265, 930603, 934220, 934634, 938141, 941532, 949377, 951412, 955653, 962967, 976199, 995965, 1003600, 1005573, 1022254, 1024032, 1025500, 1027216, 1027569, 1043958, 1044800, 1050482, 1052046, 1056162, 1057260, 1067849, 1068750, 1070803, 1072685, 1085435, 1088555, 1119374, 1127831, 1129535, 1133072, 6391381, 6464150, 6534153, 8066803, 9523059, 9676866, 9677486, 13038722, 13877248]"
33132936384,"[845715, 887102, 1057260, 1126803, 5572331, 5584882, 12757028]"
33204112407,"[982989, 1042765, 1054889]"
33362705971,"[864279, 880308, 911401, 914190, 930603, 937292, 976199, 995965, 1022254, 1024032, 1057102, 1085435, 6514042, 13158498, 13381928]"
33493556183,"[847207, 966684, 982989, 1054889, 1057260, 1085435]"
33658527896,"[824005, 847207, 907281, 908846, 935218, 944137, 1007796, 1022097, 1037337, 1057260, 1083118, 1098668, 1102959, 1135258, 1136545, 5571837, 5978656, 6391381, 6773123, 7024990, 9296804, 9878849, 10457046, 12524174, 13189528, 13382461, 13417588]"
33659761255,"[820518, 903325, 904148, 951412, 1003600, 1028816, 1048800, 1057260, 1101622, 1102959, 1138467, 13158498, 13944441]"
33836502272,"[819594, 901711, 944836, 947316, 950384, 962606, 976199, 982989, 988508, 1028816, 1057260, 1085435, 6391381, 6533936, 6534035, 6534078, 9297474, 9524291, 12352284, 13381928, 13876403]"
33905992620,"[822226, 838050, 870608, 876115, 880308, 883940, 902202, 903325, 904148, 930603, 941361, 961554, 966684, 977882, 993698, 1003600, 1006342, 1024032, 1028816, 1037451, 1041259, 1057260, 1077555, 1081005, 1094229, 1104343, 1133072, 1136257, 6534153, 9297062, 10355598, 10457590, 12673455, 12810464, 13008327, 13038682, 13072730, 13417588, 13877248]"
34032482660,[982989]
34032482830,"[819594, 833724, 866140, 866593, 882787, 889700, 903325, 904148, 909268, 911401, 917389, 924804, 944836, 950297, 961803, 965842, 977492, 994955, 1001555, 1009187, 1047151, 1055207, 1057260, 1094229, 1094924, 1125420, 1127831, 1131382, 5572884, 5979423, 6391089, 6533912, 7408211, 8091550, 8091644, 9297062, 9368337, 12263389, 12810464, 13416891, 13417588]"
34267515871,"[982989, 1028816, 7024990, 12330376]"
34337847534,"[829459, 862651, 939694, 948495, 949377, 965842, 1026578, 1055425, 1056162, 1070538, 1117824, 7024990, 9575315, 9677486, 9677624, 10285121, 10355598, 15626737, 15629817]"
34576356134,"[825751, 835279, 839065, 858373, 909268, 927383, 941427, 944836, 948495, 951412, 953540, 978265, 984934, 989683, 1003616, 1007101, 1028816, 1057260, 1085435, 1098060, 1133072, 6533936, 6534078, 6534153, 9655601, 12262778, 13008378, 13381928, 13877248, 15596690, 15626737]"
34642497166,"[852662, 874832, 943911, 944836, 1097039, 5995035, 7024990, 13417588]"
34837202750,"[891906, 892314, 895680, 903325, 911401, 939275, 961554, 962568, 965562, 982989, 1019643, 1051878, 1057102, 1057260, 1070702, 1094229, 1125278, 5592081, 6533912, 7024990, 7409929, 9835606]"
35144035665,"[912704, 5979156]"
35877587331,"[826249, 833724, 845715, 846220, 852514, 863447, 870515, 888431, 911401, 918461, 922127, 930666, 961554, 962568, 982989, 1005573, 1057260, 1071446, 1091901, 1097039, 5578547, 5995035, 6773211, 8358100, 9836460, 10355598, 12349696]"
40126676249,"[820361, 822226, 845715, 863447, 870515, 873178, 921744, 935200, 944836, 961554, 989683, 1003552, 1003600, 1014915, 1028816, 1031725, 1053749, 1054889, 1057260, 1070146, 1077430, 1085435, 1094229, 1116821, 1127831, 1131226, 1133072, 7169034, 7409929, 8014645, 9677235, 9836460, 10285149, 15741580]"
40127411374,"[908236, 962606, 982989, 6391089, 10355598]"
40374277441,"[865907, 907099, 944836, 982989, 1037135, 1054889, 1065593, 1094924, 5995035]"
40496562398,"[5567383, 5568681, 13944659]"
40545302551,"[847207, 873782, 888431, 903325, 921406, 937358, 957736, 958137, 961554, 968164, 982989, 996975, 1005573, 1028422, 1049412, 1057260, 1059922, 1075313, 1131396, 1138467, 5583751, 5995035, 6391089, 6533936, 10457590, 12262778, 12810464, 13877248, 15452531, 15452677, 15863725]"
40679945692,[5568789]
40955497487,"[820165, 833828, 851819, 878667, 897808, 903325, 907099, 913210, 953255, 954642, 962568, 982989, 988697, 992011, 995965, 997309, 1003770, 1027923, 1036852, 1052425, 1055504, 1079820, 1082185, 1085435, 1090581, 1107420, 6391089, 8064426, 8181028, 10285106, 10285149, 10285187, 12810393, 13038722, 13416891, 13944858, 15452396, 15452531, 15452677]"
41123785457,"[863447, 903800, 923746, 976652, 1042697, 1051878, 1057260, 1077430, 1094229, 1117758, 12301109, 13877248]"
41212095665,"[907099, 962967, 968499, 988778, 1051878, 12349795, 15506577]"
41453100832,"[846562, 941307, 976199, 979707, 980727, 982989, 995242, 1004341, 1004906, 1024032, 1108596, 6602447, 6773211, 7409929, 8181567, 9419956, 10355598, 15926715, 15926970]"
41493051433,"[850004, 998119, 1074964, 1094924, 9526278, 9835451]"
41506016897,"[831407, 846241, 847207, 954006, 999858, 1013389, 1029915, 1037863, 1051527, 1104898, 1133072, 6979545, 8091550, 13654702]"
41717411653,"[903325, 982989, 1054889, 6391089]"
41769711287,"[821209, 833025, 847207, 908318, 923746, 938138, 943439, 960060, 965562, 1013389, 1029372, 1059473, 1075313, 5572884, 6391089, 7409874, 12673140, 13416891, 15596089]"
41944670869,"[845715, 847207, 871611, 877611, 901776, 923746, 950384, 961554, 992011, 995242, 995965, 997202, 1024032, 1024306, 1057260, 1098844, 1127179, 5578547, 5585186, 5587043, 5995035, 6391089, 6513810, 6533936, 6548394, 6979415, 9526278, 10285149, 10355598, 12262735, 12349795, 12781558, 15452396, 15452677]"
41983291284,"[833025, 840361, 863447, 866697, 899624, 903325, 904148, 911156, 911401, 930603, 951412, 962568, 970202, 976199, 994223, 995965, 1005573, 1057260, 1088234, 1094924, 5572884, 6602447, 8011285, 8067128, 8091550, 9832469, 10355866, 12673455, 15506728]"
42039106764,"[844179, 884073, 920025, 929892, 930603, 941427, 961222, 995965, 1005573, 1033846, 1037135, 1038217, 1075755, 5995035, 8145408, 10285149, 12487888, 12524028, 12984576, 13115811, 13876831, 13876962, 13944858, 15452396, 15452677]"
42135735816,"[820296, 854852, 927560, 931014, 996269, 1021560, 1030981, 1055646, 1092933, 13008048, 13876403, 14025186, 15629636]"
42158976629,"[824605, 840361, 857503, 866211, 866828, 874972, 1005573, 1027474, 1029372, 1044681, 1051288, 1054889, 1057260, 5567098, 7407646, 8090601, 9297461, 9368337, 10355598, 12263681, 12301772, 15686713]"
42185406434,"[838136, 961663, 1110532, 7406474, 9526841, 10285001, 15452774]"
42250641382,"[847207, 871611, 900770, 908064, 913371, 923746, 946375, 957778, 982989, 987947, 1005573, 1027311, 1042765, 1101771, 1109459, 5995759, 8090601, 8145408, 9526278, 10285339, 12132685, 15452531]"
