BASKET_ID,words
27912936865,"[823704, 833025, 865456, 882190, 896709, 911812, 914190, 923746, 973135, 973861, 1029743, 1042438, 1062966, 1077574, 1082185, 1110813, 1113141, 5568249, 8065410, 9935616]"
28210561766,"[871756, 878442, 882190, 911812, 916122, 923746, 930118, 969941, 1003364, 1007195, 1008814, 1011312, 1016195, 1016800, 1029743, 1110843, 1134335, 5569374, 5569471, 5570383, 7135183, 9547021, 10356647]"
28243576783,"[834484, 854852, 865178, 973861, 1004906, 1051516, 1117514]"
28733022579,"[842533, 860776, 876695, 882190, 898958, 912280, 923746, 933067, 979077, 987562, 995785, 999270, 1018670, 1033142, 1056746, 1065538, 1071164, 1083840, 1091976, 1092446, 1098188, 1127758, 7166890, 7433574, 7441499, 8091414, 12262778]"
28744837546,"[839162, 874972, 893501, 895268, 908531, 923746, 945244, 947316, 948232, 950132, 1005493, 1037863, 1096032, 1127825, 7100966]"
28919400610,"[820341, 852486, 870515, 904997, 910108, 965267, 994928, 995785, 1025535, 1037337, 1045779, 1046545, 1047249, 1051516, 1065532, 1096032, 1127179, 9296853, 12262978]"
29114722198,"[847637, 851508, 859427, 886941, 905999, 911351, 994928, 999226, 999270, 1025535, 1029743, 1051211, 1052411, 1057365, 1082185, 1110793, 1132968, 1133000, 5568249, 5569374, 6391549, 6391552, 6979086, 6979473, 7025250, 9296841, 9526786, 9527174, 10149863]"
29435931064,"[825751, 833025, 838733, 845208, 855302, 857369, 866871, 866889, 867931, 868319, 868483, 876504, 884554, 885582, 900875, 906026, 923746, 925483, 940726, 945064, 957420, 979707, 987562, 988211, 1002980, 1004390, 1031923, 1043973, 1052912, 1056746, 1057365, 1061023, 1065038, 1065538, 1083840, 1096727, 1117299, 1129161, 1132131, 1135564, 6463775, 6602270, 9526421, 9527293, 9858993, 12352190, 12384443, 12385340]"
29712564291,"[823704, 844179, 847139, 854754, 896379, 897165, 933637, 934635, 981521, 994928, 999270, 1029743, 1037863, 1051516, 1058543, 1065538]"
30176177196,"[859075, 944493, 987562]"
30217386940,[1048507]
30530550635,"[870195, 890909, 923746, 1051516, 1082185, 5569471, 8065410]"
30580355287,"[850807, 937571, 950098, 957164, 995242, 1004906, 1009046, 1061339, 1062966, 1079820, 1125530, 1126252, 5568228]"
30731226176,"[948622, 1000237, 1061339, 1082185, 10355883]"
32759530478,"[823704, 842140, 844179, 858285, 930553, 937292, 1058754, 1092446, 1105917, 1109352, 5569471, 6424471, 8358572, 9835223, 12731685, 13654702]"
33118831412,"[853456, 897295, 1006878, 1027610, 1034982, 1109090, 1135694]"
33770422720,"[828732, 836258, 880895, 894638, 923746, 987562, 995478, 1020275, 1055168, 1055898, 1082185, 12188111, 12188584]"
33894535804,"[844179, 871756, 895743, 910032, 916122, 990055, 1037863, 1042907, 1043590, 1131438, 5569374, 6443350, 6463775, 9362429, 9526432, 9527183, 12187903, 12188111, 12262778, 12263184, 13213250]"
33919947788,"[828732, 832678, 834484, 836258, 914190, 1020275, 1093839, 1108094, 5568249, 6464086, 10149597, 10150249, 15573274]"
40072911729,"[859623, 869728, 871756, 873654, 878715, 880895, 882190, 893651, 893802, 899814, 905539, 906643, 914190, 940726, 958046, 979707, 979987, 981760, 987562, 988736, 993466, 995242, 1008435, 1021152, 1021715, 1034982, 1039682, 1051516, 1052912, 1053063, 1077439, 1082185, 1091976, 1094619, 1125278, 5585510, 8357613, 9245106, 12185599, 12262778]"
40174186536,"[825970, 842533, 844023, 848154, 880895, 883549, 897410, 907631, 943837, 946193, 950824, 955910, 958046, 979707, 981760, 986709, 988211, 995242, 1000237, 1004705, 1008435, 1021152, 1030981, 1073224, 1081421, 1082185, 1083230, 1083328, 1087353, 1109352, 1120085, 5567143, 5568249, 5569471, 6463775]"
40436042664,"[835976, 839112, 880895, 1055168]"
41258997977,"[840361, 914190, 937292, 976199, 1039937, 1042438, 1051516, 8249432, 9835223, 10281600, 13654702]"
41311171579,"[883299, 1008032, 1037621, 1061339]"
41324801240,"[976199, 1010185, 1037621]"
41352388022,[9396835]
