BASKET_ID,words
27309352098,"[822348, 912553, 947211, 957010, 1052512, 1086504, 1098161, 8118708, 9270757]"
27493017125,"[859010, 904360, 967205, 986947, 1002178, 1109638, 8069350, 9527290]"
28648407902,"[1076199, 1096506]"
29435757231,"[824303, 827176, 843210, 863259, 879528, 882941, 885750, 897954, 904360, 913406, 916122, 930603, 939323, 968732, 982810, 988313, 999389, 1004906, 1058068, 1080414, 1113141, 5564636, 5565252, 7166566, 8068764, 8119318, 9827565, 10456474, 12263463]"
30033708938,"[834604, 974156, 9268043]"
30407611948,"[983897, 1074970, 1137885, 7139529, 9483753]"
30407611951,[12648606]
30580427947,"[1042774, 1065348, 1137641]"
31254929096,"[5568411, 12302016]"
35412495024,"[852015, 947146, 1000856, 1040927, 1127831, 1139493, 6391251]"
35412495026,"[947146, 1040927, 1127831, 1139493]"
40484502730,"[904360, 987724, 1009046, 1015848, 1049788, 1081177, 1110142, 8160319, 8273833, 8276172, 12130522]"
40727402759,"[822785, 833351, 835247, 850841, 869577, 896027, 919126, 927011, 947211, 970605, 1040693, 1055646, 1062782, 1072524, 1082185, 1095242, 1097815, 1105769, 1127831, 1135768, 5564906, 7443348, 7466852, 10307182, 13008327, 13511475, 13511916, 13877156, 15596279]"
41574016434,"[1012118, 1055446, 15778485]"
41613922683,[1055446]
41613922689,"[825753, 836758, 854520, 904375, 943858, 945779, 962522, 980433, 1005861, 1082185, 1135476, 5592931, 7409997, 8160193, 8205418, 9526254, 9526313, 13008327, 15740938, 15971504, 15971883]"
41834467481,[1055446]
41834467483,[1055446]
