BASKET_ID,words
27398417365,"[855371, 925766]"
27913178315,"[936270, 1087167]"
27997516854,"[1085604, 10121965]"
28294366072,"[5592888, 8091191]"
29671311198,"[834484, 854852, 860776, 925085, 942669, 977330, 8181451, 8203834, 9705367, 12262599]"
30054297281,"[869422, 1113903, 1127523, 9368491, 12673030]"
30531566478,"[922281, 925766, 961554, 966103, 1013770, 8160430, 12188542, 12188543]"
30532136463,"[975460, 1069506, 7409880]"
31084976175,"[825180, 834484, 835098, 841356, 871563, 994928, 1038497, 1134210, 12263215, 12604373]"
31145160341,"[1001475, 1078700, 6513891]"
31355327100,"[821787, 824546, 831628, 834484, 835098, 845715, 848071, 848319, 855672, 856345, 856790, 860776, 862139, 865178, 865357, 884686, 885863, 895268, 901062, 902292, 904148, 905353, 913671, 922490, 938700, 939636, 941939, 947292, 959219, 959977, 961554, 963238, 968072, 985707, 1000672, 1005274, 1006187, 1018740, 1022981, 1026118, 1028705, 1029743, 1038901, 1041259, 1043064, 1049788, 1066725, 1077373, 1079067, 1082185, 1111118, 1122790, 1123022, 1130111, 1137775, 1139960, 5578547, 6034780, 6391381, 6463520, 6463538, 8181515, 9483663, 9677949]"
31424010389,"[885290, 901776, 934156, 948670, 998444, 1005186, 1029743, 1065841, 1082185, 1107973, 6391381, 9446082]"
31553446423,"[1035843, 1036076, 1042928, 1079338, 1099487, 6423739, 10281600]"
31788972187,"[843558, 886996, 948832, 959821]"
31833380478,"[928585, 936322, 980448, 1022097]"
31868866851,"[822785, 823356, 833598, 834484, 848107, 854405, 860299, 864137, 885290, 897954, 901062, 901776, 907945, 913894, 935317, 936741, 951976, 953677, 973654, 983078, 987311, 992467, 994928, 995478, 1003600, 1009128, 1013770, 1022374, 1026118, 1029743, 1055201, 1071625, 1082185, 1101173, 1122876, 5995167, 5995650, 7161061, 8091006, 9242397, 9268695, 9420146, 12672672]"
31920062189,"[822225, 835618, 838050, 843558, 904268, 976717, 1133018, 10285454]"
31956092318,"[993466, 1003218, 7410361, 12380896]"
32090387208,"[838859, 843558, 871680, 1064254, 7024806]"
32125296541,"[920036, 1036076, 1091980, 13095659]"
32161281377,"[833350, 850713, 879561, 887220, 947658, 995965, 1026118, 6034857, 8198280, 8203834, 9420254]"
32258425129,[7147145]
32408381522,"[975085, 986612, 1014458, 1075820, 1077066, 1082185]"
32408892543,"[896914, 1004906, 1103556]"
32715696530,"[925766, 1046756, 6463727]"
32759101441,"[838867, 859427, 947658, 951412, 961554, 1035715, 6979485]"
32956396539,"[847270, 6034964, 8203834, 8293179]"
33040807153,"[825118, 834484, 848681, 854852, 934156, 937301, 995198, 995785, 999198, 1001827, 1007549, 1013132, 1046262, 1091520, 1116671, 1122545, 5568729, 5569471, 8019649, 12262492]"
33132755182,"[832785, 956599, 1003600, 1005493, 1051468]"
33316035574,"[986912, 1005186]"
33420841170,"[1108829, 6553487]"
33460580783,"[852856, 986912, 1067449, 5584809, 13038775, 13038778]"
33656751423,"[819840, 824303, 831509, 840692, 865178, 866871, 870549, 885290, 885406, 885441, 960199, 966826, 975085, 1026118, 1070820, 1082185, 1133018, 1136257, 6391381, 7024990, 12428436, 13008412]"
33769685560,"[961554, 986912, 1026118, 1115253, 1119405, 8203834]"
33823847370,"[974156, 1061228, 9486601]"
34009736767,"[1061228, 1084853, 9527061, 14077893]"
34057011415,"[856345, 988233, 1014458, 1029743, 1133018, 6442806, 6602327, 8203726, 13008412]"
34072845441,[986912]
34103331254,"[995478, 8119097]"
34203782290,"[840609, 980448, 1091520]"
34258506716,"[822226, 822558, 870515, 909714, 925364, 927658, 940949, 964813, 995478, 1017887, 1029743, 1062128, 1067749, 1130877, 1136257, 9245106, 9884993, 13073083]"
34321605682,"[947436, 986912]"
34574911446,"[828891, 885406, 920112, 997309, 1022374, 1029743, 1062857, 1096982, 1122876, 1133018, 5571444, 13008412]"
34748925662,"[926422, 1063207]"
34850800338,"[943076, 957233, 961381, 975644, 1029743, 1133018, 6534406, 13115576, 13776981]"
35000600594,"[984380, 986912, 1063207, 13115692]"
35080750451,"[986912, 1063207]"
35145562143,"[867272, 1029743, 1076911, 1133018, 9553336]"
35412546611,"[889223, 977186, 1002771, 1029743, 1082185, 1133018]"
35573626393,"[840893, 1053988, 1082185, 1136257, 6391381, 6772890, 6773163, 6919082, 13008412, 13039703, 13094928, 13095719]"
35638425626,"[840890, 926422, 948670, 986912, 1022097]"
40340505672,"[859075, 894511, 926422, 942305, 1026118, 1028816, 1063207, 1091520, 12352290]"
40447506740,"[819840, 820082, 832989, 894511, 918368, 925765, 964520, 965208, 995785, 1001827, 1022374, 1029743, 1034499, 1048068, 1095336, 1106523, 1107705, 5571881, 9837501, 12599596, 13987328]"
40545120581,"[852856, 885441, 1096275, 1100778]"
40679757243,"[922415, 1004906, 1081177, 1089818, 1101780, 12384601]"
40727281382,"[835098, 14025461, 15830451]"
40928305246,"[909576, 980433, 1107973, 5570109, 13008412]"
41123790460,"[834484, 839818, 850793, 854852, 860776, 865026, 866211, 867272, 892998, 901062, 1006697, 1048483, 1055646, 1082185, 1102959, 1134956, 1137775, 1138443, 6602327, 10355677, 14077803]"
41159980548,"[1048068, 9677949]"
41439675744,"[905868, 918671, 980167, 981460, 1005186, 1063207, 9677688, 13115576]"
41678791451,"[827261, 829852, 885290, 906017, 921836, 939527, 1013703, 1026118, 1059342, 1082185, 1083846, 1104584, 1119910, 1138487, 5585270, 12696089, 13039703, 13842090, 15830451, 16809558, 17214320]"
41809381601,"[986912, 6034281, 9521679]"
41891285530,"[850601, 1001475, 1063207, 15828522]"
41904271797,"[890882, 892112, 908775, 942305, 1026292, 1027569, 1029743, 1133018, 15972870]"
42276176608,"[908775, 927019, 1105623]"
