BASKET_ID,words
27031245360,"[853121, 1064808, 1095382]"
27069546961,"[825313, 825365, 843464, 844179, 858001, 876991, 880308, 1034686, 1038698, 1134633, 1136257, 5570240, 7410217]"
27213278360,"[825365, 844740, 850044, 853643, 875953, 880308, 904360, 907652, 917816, 956813, 971957, 972440, 981760, 1012307, 1018030, 1034686, 1042823, 1051379, 1075313, 1089000, 1113687, 1120780, 5995303, 7157217, 9707240, 10144499]"
27398622045,"[825365, 850044, 880308, 904360, 917767, 923552, 970202, 1033751, 1038905, 1062340, 1068562, 1133886, 1134732, 1135044, 5980792, 6391134]"
27553783525,"[833849, 834826, 839766, 843464, 845208, 850044, 851528, 853643, 880308, 887474, 898043, 923746, 937845, 968599, 972440, 985999, 996028, 1009029, 1016302, 1052048, 1056929, 1068562, 1133886, 5569926, 7409663, 8011397, 9859060]"
27637257472,"[825365, 852486, 877210, 880308, 944836, 956813, 972440, 981760, 1009029, 1062002, 1072049, 1077574, 1090017, 1120928, 1134633, 5569926, 5980792, 6602729, 8011397, 9297159, 9487285, 9707240]"
27637258500,[6534178]
27829084021,"[830790, 833849, 852486, 852864, 853643, 861499, 875953, 884886, 887521, 894447, 904360, 923746, 924654, 937845, 944836, 956813, 971957, 982960, 985427, 989101, 1009029, 1013187, 1048068, 1061480, 1063198, 1090017, 1094356, 1098719, 1113687, 1117514, 1118012, 1127831, 1134633, 5591473, 8011282, 8011397, 9396821, 9707240]"
27865194069,"[874277, 970902, 1106601, 6391525]"
27865194095,[7442254]
27865194130,[6534178]
27888933612,[953664]
27972650565,"[833849, 848172, 852486, 852864, 856382, 857827, 864610, 889886, 904360, 923746, 927360, 932242, 950575, 970202, 975155, 1013531, 1025535, 1061943, 1062002, 1089000, 1090017, 1117514, 1119761, 1127831, 5569926, 7167084, 8011397, 8144561, 8293696, 9445888, 9487285, 9553028]"
27972654180,[6534178]
28093188107,"[825365, 904360, 916993, 924654, 1003600, 1040927, 1062002, 1103832, 1127831, 6772634, 7410347, 8118727, 9297155, 9487285]"
28154060443,[5583758]
28197479803,"[878996, 928754, 983154, 1011319, 1079541, 1122524, 1127831, 9242918]"
28235398447,"[819330, 826385, 859662, 894426, 916122, 916993, 923746, 951414, 961796, 968072, 982960, 1053690, 1135029, 7441272, 7441410, 9859060]"
28243663187,[1138474]
28243666429,[6534178]
28306319213,"[824005, 833849, 834158, 845208, 850044, 852486, 855716, 864610, 865178, 867140, 867240, 916993, 923746, 936914, 945399, 956813, 991874, 993441, 995478, 995785, 1015474, 1045914, 1053875, 1057350, 1062002, 1070798, 1090017, 1090266, 1096902, 1097382, 1103832, 1117514, 1134633, 1135044, 5569926, 9487285, 9676866]"
28306319231,[6534178]
28331483441,"[854965, 859610, 904360, 948086, 995478, 1037451, 1045914, 1051379, 1127831, 6602729]"
28364478149,"[833849, 904360, 936914, 945399, 1117514, 5569926, 6391423]"
28405843987,"[850044, 852486, 859610, 888131, 888275, 916993, 936914, 940241, 948086, 948367, 956813, 987997, 991874, 993441, 995478, 995785, 998303, 1036623, 1037451, 1038905, 1045914, 1051379, 1066608, 1075755, 1087102, 1101445, 1120337, 1134633, 1135044, 1136955, 1139651, 5569926]"
28417868418,[6534178]
28536800371,"[833849, 904360, 916993, 923746, 928754, 945399, 956813, 993441, 1042697, 1062002, 1133886, 7441926]"
28537977962,"[824005, 831628, 834158, 834491, 850044, 865178, 871491, 936914, 991580, 995527, 1046756, 1068562, 1074362, 1075755, 1113687, 1136955, 1138443, 5569926, 6034964, 8293729, 9797596, 10356489]"
28571856581,[6534166]
28601540448,"[904833, 1025468, 1071868]"
28601543215,[900175]
28639208675,"[818996, 850044, 852486, 857827, 861821, 865178, 878996, 879528, 904360, 909714, 916993, 951414, 968499, 981760, 1051211, 1053985, 1062939, 1080506, 1109295, 1115801, 1138443, 5569374, 5569926, 5585639, 5586076, 5589247, 6391423, 6979808, 8119124, 9242918, 9526767]"
28648186579,[6534178]
28675743004,"[867140, 895655, 904360, 924562, 924889, 926063, 948367, 953191, 971922, 1138443, 7443382, 7443496]"
28757579447,"[824005, 833849, 834664, 852486, 865174, 873474, 883203, 923746, 936914, 970119, 991874, 995785, 995852, 1000237, 1023059, 1045843, 1051211, 1062939, 1074362, 1090017, 1134633, 1135337, 1136955, 1138443, 5585727, 5588121, 6034648, 7025106, 9483753, 9673980, 9676943, 9676948]"
28788024682,"[844894, 899728, 935342, 5565202, 6391423]"
28788581497,[6534178]
28788582903,"[903325, 924562, 938366, 993441, 1062340, 1075755, 5584620, 5585639]"
28853600864,"[850044, 852486, 867240, 877210, 885863, 891961, 895655, 904360, 971922, 995478, 1000237, 1034028, 1051211, 1131321, 1136955, 6391423, 7167084, 9483753, 9797596]"
28867902829,[6534178]
28947140428,"[132478, 9861995, 10185696]"
28973269524,[397896]
29019269611,"[824005, 852486, 856435, 873527, 879280, 916993, 924562, 936914, 945399, 960732, 1000237, 1002771, 1075755, 1090017, 1117514, 1131321, 5585639, 6633342, 7127193, 9296957, 9297159, 9483753, 9855017]"
29019476197,"[844468, 948670]"
29034081642,[6534178]
29095227071,"[833849, 840361, 856435, 858743, 879280, 903325, 924562, 936110, 955552, 956813, 971922, 974340, 993441, 995785, 1000237, 1023059, 1037451, 1051211, 1062002, 1117514, 1131321, 1135029, 9483753, 9827936]"
29095227137,[6534178]
29114798336,"[892844, 904360]"
29183107528,"[1005186, 12352330]"
29194821089,[6534178]
29194822130,"[854607, 1053690, 12352249, 12352364]"
29221634518,"[850044, 859160, 879280, 904435, 916993, 936914, 971922, 985999, 994340, 995478, 1000237, 1027474, 1034028, 1071355, 1087102, 1101445, 1133886, 6961492, 7410217, 9483753]"
29250924265,"[824073, 879528, 903325, 924562, 951414, 970202, 995478, 1000237, 1037640, 1066608, 1087102]"
29276739922,[6534178]
29311789526,"[829138, 877210, 879280, 916993, 925448, 934809, 936914, 948670, 956813, 981760, 992986, 993441, 1062002, 1069621, 1071355, 1074172, 1074362, 1085604, 1115801, 1131985, 1138443, 6034964, 6552959, 9483753, 10148629]"
29329885391,[856046]
29329889418,"[965141, 1032208]"
29353356680,[6534178]
29484199475,"[824005, 850044, 856128, 858014, 858743, 859160, 865178, 931870, 935342, 948367, 953191, 957438, 970119, 992029, 993441, 995785, 1004054, 1034028, 1037451, 1045862, 1058997, 1062002, 1071355, 1075755, 1090017, 9526952, 9797596, 10148629]"
29484782983,[6534178]
29507783873,"[834158, 850044, 866227, 888275, 904435, 936914, 956813, 971922, 990656, 995478, 1138443, 6442594, 9676866]"
29528292740,[867140]
29602449214,"[993441, 1134633, 9527329, 10148629]"
29672112415,[6534178]
29807666815,[957839]
30033898467,"[921844, 936914, 981660, 981760, 993441, 1027474, 1028403, 1076711, 1090017, 1109014, 1127831, 1135059, 7441572, 9857402, 10148629]"
30034258600,[894511]
30036075207,[6534178]
30036080050,[1097614]
